season,week,celebrity_name,ballroom_partner,judge1,judge2,judge3,judge4,total_judge_score,eliminated_flag,results,placement,industry
20,6,Robert Herjavec,Kym Johnson,8.5,8.0,8.5,8.5,33.5,0,Eliminated Week 8,6,Entrepreneur
20,7,Nastia Liukin,Derek Hough,10.75,9.75,9.75,10.75,41.0,0,Eliminated Week 9,4,Athlete
20,7,Willow Shields,Mark Ballas,9.5,9.5,9.5,10.5,39.0,1,Eliminated Week 7,7,Actor/Actress
20,7,Noah Galloway,Sharna Burgess,10.5,8.5,9.5,9.5,38.0,0,3rd Place,3,Motivational Speaker
20,7,Riker Lynch,Allison Holker,9.0,10.0,9.0,9.0,37.0,0,2nd Place,2,Actor/Actress
20,7,Rumer Willis,Valentin Chmerkovskiy,8.5,9.5,9.5,9.5,37.0,0,1st Place,1,Actor/Actress
20,7,Robert Herjavec,Kym Johnson,7.0,8.0,8.0,8.0,31.0,0,Eliminated Week 8,6,Entrepreneur
20,7,Chris Soules,Witney Carson,8.0,7.0,8.0,8.0,31.0,0,Eliminated Week 8,5,TV Personality
20,8,Rumer Willis,Valentin Chmerkovskiy,10.0,10.0,10.0,10.0,40.0,0,1st Place,1,Actor/Actress
20,8,Riker Lynch,Allison Holker,10.0,9.0,10.0,10.0,39.0,0,2nd Place,2,Actor/Actress
20,8,Nastia Liukin,Derek Hough,9.5,9.5,9.5,9.5,38.0,0,Eliminated Week 9,4,Athlete
20,8,Chris Soules,Witney Carson,8.0,7.5,8.5,8.0,32.0,1,Eliminated Week 8,5,TV Personality
20,8,Noah Galloway,Sharna Burgess,8.0,7.5,8.0,8.0,31.5,0,3rd Place,3,Motivational Speaker
20,8,Robert Herjavec,Kym Johnson,7.5,7.5,8.5,7.5,31.0,1,Eliminated Week 8,6,Entrepreneur
20,9,Riker Lynch,Allison Holker,10.0,10.0,10.0,10.0,40.0,0,2nd Place,2,Actor/Actress
20,9,Nastia Liukin,Derek Hough,10.0,10.0,10.0,10.0,40.0,1,Eliminated Week 9,4,Athlete
20,9,Rumer Willis,Valentin Chmerkovskiy,10.0,9.5,9.5,10.0,39.0,0,1st Place,1,Actor/Actress
20,9,Noah Galloway,Sharna Burgess,9.5,9.5,9.5,9.5,38.0,0,3rd Place,3,Motivational Speaker
20,10,Riker Lynch,Allison Holker,10.0,10.0,10.0,10.0,40.0,0,2nd Place,2,Actor/Actress
20,10,Rumer Willis,Valentin Chmerkovskiy,10.0,10.0,10.0,10.0,40.0,0,1st Place,1,Actor/Actress
20,10,Noah Galloway,Sharna Burgess,9.0,9.0,9.0,9.0,36.0,0,3rd Place,3,Motivational Speaker
21,1,Nick Carter,Sharna Burgess,8.0,8.0,8.0,,24.0,0,2nd Place,2,Singer/Rapper
21,1,Bindi Irwin,Derek Hough,8.0,8.0,8.0,,24.0,0,1st Place,1,TV Personality
21,1,Carlos PenaVega,Witney Carson,8.0,8.0,7.0,,23.0,0,Eliminated Week 11,4,Actor/Actress
21,1,Tamar Braxton,Valentin Chmerkovskiy,8.0,7.0,8.0,,23.0,0,Withdrew,5,Singer/Rapper
21,1,Alexa PenaVega,Mark Ballas,7.0,7.0,8.0,,22.0,0,Eliminated Week 9,6,Actor/Actress
21,1,Alek Skarlatos,Lindsay Arnold,8.0,7.0,7.0,,22.0,0,3rd Place,3,Military
21,1,Andy Grammer,Allison Holker,7.0,7.0,7.0,,21.0,0,Eliminated Week 8,7,Singer/Rapper
21,1,Hayes Grier,Emma Slater,7.0,7.0,7.0,,21.0,0,Eliminated Week 7,8,Social Media Personality
21,1,Gary Busey,Anna Trebunskaya,5.0,5.0,5.0,,15.0,0,Eliminated Week 4,10,Actor/Actress
21,1,Victor Espinoza,Karina Smirnoff,5.0,5.0,5.0,,15.0,0,Eliminated Week 2,12,Athlete
21,1,Paula Deen,Louis van Amstel,5.0,5.0,5.0,,15.0,0,Eliminated Week 6,9,TV Personality
21,1,Chaka Khan,Keo Motsepe,5.0,4.0,4.0,,13.0,0,Eliminated Week 2,13,Singer/Rapper
21,1,Kim Zolciak-Biermann,Tony Dovolani,4.0,4.0,4.0,,12.0,0,Withdrew,11,TV Personality
21,2,Tamar Braxton,Valentin Chmerkovskiy,8.0,8.0,8.5,,24.5,0,Withdrew,5,Singer/Rapper
21,2,Bindi Irwin,Derek Hough,8.0,8.0,8.0,,24.0,0,1st Place,1,TV Personality
21,2,Alexa PenaVega,Mark Ballas,7.5,7.5,8.0,,23.0,0,Eliminated Week 9,6,Actor/Actress
21,2,Carlos PenaVega,Witney Carson,7.5,7.5,7.5,,22.5,0,Eliminated Week 11,4,Actor/Actress
21,2,Alek Skarlatos,Lindsay Arnold,7.5,7.0,8.0,,22.5,0,3rd Place,3,Military
21,2,Nick Carter,Sharna Burgess,7.5,7.5,7.5,,22.5,0,2nd Place,2,Singer/Rapper
21,2,Hayes Grier,Emma Slater,8.0,7.0,7.5,,22.5,0,Eliminated Week 7,8,Social Media Personality
21,2,Andy Grammer,Allison Holker,7.5,7.5,7.0,,22.0,0,Eliminated Week 8,7,Singer/Rapper
21,2,Victor Espinoza,Karina Smirnoff,6.5,5.5,6.5,,18.5,1,Eliminated Week 2,12,Athlete
21,2,Kim Zolciak-Biermann,Tony Dovolani,6.5,6.0,6.0,,18.5,0,Withdrew,11,TV Personality
21,2,Paula Deen,Louis van Amstel,6.5,6.0,6.0,,18.5,0,Eliminated Week 6,9,TV Personality
21,2,Gary Busey,Anna Trebunskaya,5.5,5.5,5.5,,16.5,0,Eliminated Week 4,10,Actor/Actress
21,2,Chaka Khan,Keo Motsepe,5.0,5.0,5.0,,15.0,1,Eliminated Week 2,13,Singer/Rapper
21,3,Alexa PenaVega,Mark Ballas,9.0,9.0,9.0,9.0,36.0,0,Eliminated Week 9,6,Actor/Actress
21,3,Nick Carter,Sharna Burgess,9.0,9.0,9.0,9.0,36.0,0,2nd Place,2,Singer/Rapper
21,3,Alek Skarlatos,Lindsay Arnold,8.0,8.0,9.0,8.0,33.0,0,3rd Place,3,Military
21,3,Tamar Braxton,Valentin Chmerkovskiy,8.0,9.0,8.0,8.0,33.0,0,Withdrew,5,Singer/Rapper
21,3,Bindi Irwin,Derek Hough,8.0,8.0,8.0,8.0,32.0,0,1st Place,1,TV Personality
21,3,Carlos PenaVega,Witney Carson,7.0,8.0,8.0,8.0,31.0,0,Eliminated Week 11,4,Actor/Actress
21,3,Hayes Grier,Emma Slater,7.0,8.0,7.0,8.0,30.0,0,Eliminated Week 7,8,Social Media Personality
21,3,Andy Grammer,Allison Holker,7.0,7.0,8.0,7.0,29.0,0,Eliminated Week 8,7,Singer/Rapper
21,3,Gary Busey,Anna Trebunskaya,6.0,7.0,6.0,6.0,25.0,0,Eliminated Week 4,10,Actor/Actress
21,3,Paula Deen,Louis van Amstel,5.0,5.0,5.0,5.0,20.0,0,Eliminated Week 6,9,TV Personality
21,4,Bindi Irwin,Derek Hough,9.0,9.0,10.0,,28.0,0,1st Place,1,TV Personality
21,4,Tamar Braxton,Valentin Chmerkovskiy,9.0,9.0,9.0,,27.0,0,Withdrew,5,Singer/Rapper
21,4,Nick Carter,Sharna Burgess,9.0,9.0,9.0,,27.0,0,2nd Place,2,Singer/Rapper
21,4,Hayes Grier,Emma Slater,9.0,9.0,9.0,,27.0,0,Eliminated Week 7,8,Social Media Personality
21,4,Carlos PenaVega,Witney Carson,9.0,8.0,8.0,,25.0,0,Eliminated Week 11,4,Actor/Actress
21,4,Alek Skarlatos,Lindsay Arnold,8.0,8.0,8.0,,24.0,0,3rd Place,3,Military
21,4,Andy Grammer,Allison Holker,7.0,8.0,8.0,,23.0,0,Eliminated Week 8,7,Singer/Rapper
21,4,Alexa PenaVega,Mark Ballas,7.0,7.0,7.0,,21.0,0,Eliminated Week 9,6,Actor/Actress
21,4,Paula Deen,Louis van Amstel,6.0,6.0,6.0,,18.0,0,Eliminated Week 6,9,TV Personality
21,4,Gary Busey,Anna Trebunskaya,5.0,6.0,5.0,,16.0,1,Eliminated Week 4,10,Actor/Actress
21,5,Alexa PenaVega,Mark Ballas,10.0,10.0,10.0,10.0,40.0,0,Eliminated Week 9,6,Actor/Actress
21,5,Carlos PenaVega,Witney Carson,10.0,10.0,9.0,10.0,39.0,0,Eliminated Week 11,4,Actor/Actress
21,5,Bindi Irwin,Derek Hough,9.0,9.0,10.0,9.0,37.0,0,1st Place,1,TV Personality
21,5,Andy Grammer,Allison Holker,9.0,9.0,9.0,9.0,36.0,0,Eliminated Week 8,7,Singer/Rapper
21,5,Nick Carter,Sharna Burgess,9.0,9.0,8.0,9.0,35.0,0,2nd Place,2,Singer/Rapper
21,5,Hayes Grier,Emma Slater,8.0,8.0,7.0,7.0,30.0,0,Eliminated Week 7,8,Social Media Personality
21,5,Alek Skarlatos,Lindsay Arnold,8.0,7.0,7.0,7.0,29.0,0,3rd Place,3,Military
21,5,Tamar Braxton,Valentin Chmerkovskiy,7.0,7.0,8.0,7.0,29.0,0,Withdrew,5,Singer/Rapper
21,5,Paula Deen,Louis van Amstel,7.0,7.0,6.0,6.0,26.0,0,Eliminated Week 6,9,TV Personality
21,6,Andy Grammer,Allison Holker,10.0,10.0,10.0,10.0,40.0,0,Eliminated Week 8,7,Singer/Rapper
21,6,Tamar Braxton,Valentin Chmerkovskiy,10.0,10.0,10.0,10.0,40.0,0,Withdrew,5,Singer/Rapper
21,6,Bindi Irwin,Derek Hough,10.0,10.0,10.0,10.0,40.0,0,1st Place,1,TV Personality
21,6,Nick Carter,Sharna Burgess,9.0,10.0,10.0,10.0,39.0,0,2nd Place,2,Singer/Rapper
21,6,Carlos PenaVega,Witney Carson,10.0,9.0,9.0,10.0,38.0,0,Eliminated Week 11,4,Actor/Actress
21,6,Hayes Grier,Emma Slater,8.0,8.0,8.0,8.0,32.0,0,Eliminated Week 7,8,Social Media Personality
21,6,Alexa PenaVega,Mark Ballas,8.0,7.0,7.0,8.0,30.0,0,Eliminated Week 9,6,Actor/Actress
21,6,Alek Skarlatos,Lindsay Arnold,8.0,8.0,7.0,7.0,30.0,0,3rd Place,3,Military
21,6,Paula Deen,Louis van Amstel,6.0,6.0,6.0,6.0,24.0,1,Eliminated Week 6,9,TV Personality
21,7,Bindi Irwin,Derek Hough,9.5,10.0,9.5,,29.0,0,1st Place,1,TV Personality
21,7,Carlos PenaVega,Witney Carson,9.0,10.0,9.0,,28.0,0,Eliminated Week 11,4,Actor/Actress
21,7,Andy Grammer,Allison Holker,9.5,9.5,9.0,,28.0,0,Eliminated Week 8,7,Singer/Rapper
21,7,Hayes Grier,Emma Slater,9.0,9.5,9.5,,28.0,1,Eliminated Week 7,8,Social Media Personality
21,7,Alexa PenaVega,Mark Ballas,9.0,9.5,9.0,,27.5,0,Eliminated Week 9,6,Actor/Actress
21,7,Tamar Braxton,Valentin Chmerkovskiy,9.0,9.0,9.0,,27.0,0,Withdrew,5,Singer/Rapper
21,7,Nick Carter,Sharna Burgess,9.0,9.0,9.0,,27.0,0,2nd Place,2,Singer/Rapper
21,7,Alek Skarlatos,Lindsay Arnold,9.0,9.0,8.5,,26.5,0,3rd Place,3,Military
21,8,Nick Carter,Sharna Burgess,11.0,11.0,11.0,,33.0,0,2nd Place,2,Singer/Rapper
21,8,Carlos PenaVega,Witney Carson,9.6666,9.6666,9.6666,,28.9998,0,Eliminated Week 11,4,Actor/Actress
21,8,Tamar Braxton,Valentin Chmerkovskiy,9.0,9.0,10.0,,28.0,0,Withdrew,5,Singer/Rapper
21,8,Bindi Irwin,Derek Hough,10.0,9.0,9.0,,28.0,0,1st Place,1,TV Personality
21,8,Alexa PenaVega,Mark Ballas,9.6666,8.6666,8.6666,,26.9998,0,Eliminated Week 9,6,Actor/Actress
21,8,Alek Skarlatos,Lindsay Arnold,9.0,8.0,8.0,,25.0,0,3rd Place,3,Military
21,8,Andy Grammer,Allison Holker,8.6666,7.6666,7.6666,,23.9998,1,Eliminated Week 8,7,Singer/Rapper
21,9,Alexa PenaVega,Mark Ballas,10.0,10.0,10.0,,30.0,1,Eliminated Week 9,6,Actor/Actress
21,9,Bindi Irwin,Derek Hough,10.0,10.0,10.0,,30.0,0,1st Place,1,TV Personality
21,9,Nick Carter,Sharna Burgess,9.0,9.0,9.5,,27.5,0,2nd Place,2,Singer/Rapper
21,9,Carlos PenaVega,Witney Carson,9.0,9.0,9.0,,27.0,0,Eliminated Week 11,4,Actor/Actress
21,9,Alek Skarlatos,Lindsay Arnold,8.5,8.5,8.5,,25.5,0,3rd Place,3,Military
21,9,Tamar Braxton,Valentin Chmerkovskiy,8.5,8.0,8.0,,24.5,0,Withdrew,5,Singer/Rapper
21,10,Carlos PenaVega,Witney Carson,10.0,10.5,11.0,,31.5,0,Eliminated Week 11,4,Actor/Actress
21,10,Bindi Irwin,Derek Hough,10.5,10.5,10.5,,31.5,0,1st Place,1,TV Personality
21,10,Alek Skarlatos,Lindsay Arnold,9.5,9.5,9.5,,28.5,0,3rd Place,3,Military
21,10,Nick Carter,Sharna Burgess,9.0,9.0,9.0,,27.0,0,2nd Place,2,Singer/Rapper
21,11,Carlos PenaVega,Witney Carson,10.0,10.0,10.0,,30.0,1,Eliminated Week 11,4,Actor/Actress
21,11,Nick Carter,Sharna Burgess,10.0,10.0,10.0,,30.0,0,2nd Place,2,Singer/Rapper
21,11,Bindi Irwin,Derek Hough,10.0,10.0,10.0,,30.0,0,1st Place,1,TV Personality
21,11,Alek Skarlatos,Lindsay Arnold,9.3333,9.3333,9.3333,,27.999899999999997,0,3rd Place,3,Military
22,1,Nyle DiMarco,Peta Murgatroyd,8.0,7.0,8.0,,23.0,0,1st Place,1,Model
22,1,Ginger Zee,Valentin Chmerkovskiy,8.0,7.0,8.0,,23.0,0,3rd Place,3,News Anchor
22,1,Wanya Morris,Lindsay Arnold,8.0,7.0,8.0,,23.0,0,Eliminated Week 9,4,Singer/Rapper
22,1,Von Miller,Witney Carson,8.0,6.0,7.0,,21.0,0,Eliminated Week 7,7,Athlete
22,1,Antonio Brown,Sharna Burgess,8.0,6.0,7.0,,21.0,0,Eliminated Week 9,5,Athlete
22,1,Paige VanZant,Mark Ballas,7.0,7.0,7.0,,21.0,0,2nd Place,2,Athlete
22,1,Marla Maples,Tony Dovolani,7.0,7.0,7.0,,21.0,0,Eliminated Week 4,10,TV Personality
22,1,Kim Fields,Sasha Farber,7.0,6.0,7.0,,20.0,0,Eliminated Week 7,8,Actor/Actress
22,1,Jodie Sweetin,Keo Motsepe,7.0,6.0,7.0,,20.0,0,Eliminated Week 8,6,Actor/Actress
22,1,Mischa Barton,Artem Chigvintsev,5.0,5.0,6.0,,16.0,0,Eliminated Week 3,11,Actor/Actress
22,1,Doug Flutie,Karina Smirnoff,5.0,5.0,5.0,,15.0,0,Eliminated Week 6,9,Athlete
22,1,Geraldo Rivera,Edyta Sliwinska,5.0,4.0,4.0,,13.0,0,Eliminated Week 2,12,Journalist
22,2,Paige VanZant,Mark Ballas,8.0,8.0,8.0,,24.0,0,2nd Place,2,Athlete
22,2,Wanya Morris,Lindsay Arnold,8.0,8.0,8.0,,24.0,0,Eliminated Week 9,4,Singer/Rapper
22,2,Jodie Sweetin,Keo Motsepe,7.0,7.0,7.0,,21.0,0,Eliminated Week 8,6,Actor/Actress
22,2,Ginger Zee,Valentin Chmerkovskiy,7.0,7.0,7.0,,21.0,0,3rd Place,3,News Anchor
22,2,Doug Flutie,Karina Smirnoff,7.0,6.0,7.0,,20.0,0,Eliminated Week 6,9,Athlete
22,2,Von Miller,Witney Carson,7.0,6.0,7.0,,20.0,0,Eliminated Week 7,7,Athlete
22,2,Nyle DiMarco,Peta Murgatroyd,7.0,6.0,7.0,,20.0,0,1st Place,1,Model
22,2,Marla Maples,Tony Dovolani,7.0,6.0,7.0,,20.0,0,Eliminated Week 4,10,TV Personality
22,2,Kim Fields,Sasha Farber,7.0,6.0,6.0,,19.0,0,Eliminated Week 7,8,Actor/Actress
22,2,Antonio Brown,Sharna Burgess,6.0,6.0,7.0,,19.0,0,Eliminated Week 9,5,Athlete
22,2,Mischa Barton,Artem Chigvintsev,5.0,5.0,5.0,,15.0,0,Eliminated Week 3,11,Actor/Actress
22,2,Geraldo Rivera,Edyta Sliwinska,5.0,4.0,4.0,,13.0,1,Eliminated Week 2,12,Journalist
22,3,Nyle DiMarco,Peta Murgatroyd,8.0,8.0,9.0,,25.0,0,1st Place,1,Model
22,3,Wanya Morris,Lindsay Arnold,8.0,8.0,8.0,,24.0,0,Eliminated Week 9,4,Singer/Rapper
22,3,Jodie Sweetin,Keo Motsepe,8.0,7.0,8.0,,23.0,0,Eliminated Week 8,6,Actor/Actress
22,3,Paige VanZant,Mark Ballas,8.0,7.0,8.0,,23.0,0,2nd Place,2,Athlete
22,3,Kim Fields,Sasha Farber,8.0,7.0,7.0,,22.0,0,Eliminated Week 7,8,Actor/Actress
22,3,Ginger Zee,Valentin Chmerkovskiy,7.0,7.0,7.0,,21.0,0,3rd Place,3,News Anchor
22,3,Marla Maples,Tony Dovolani,7.0,7.0,7.0,,21.0,0,Eliminated Week 4,10,TV Personality
22,3,Doug Flutie,Karina Smirnoff,7.0,6.0,7.0,,20.0,0,Eliminated Week 6,9,Athlete
22,3,Von Miller,Witney Carson,7.0,6.0,7.0,,20.0,0,Eliminated Week 7,7,Athlete
22,3,Antonio Brown,Sharna Burgess,7.0,6.0,7.0,,20.0,0,Eliminated Week 9,5,Athlete
22,3,Mischa Barton,Artem Chigvintsev,6.0,6.0,6.0,,18.0,1,Eliminated Week 3,11,Actor/Actress
22,4,Paige VanZant,Mark Ballas,9.0,9.0,9.0,9.0,36.0,0,2nd Place,2,Athlete
22,4,Ginger Zee,Valentin Chmerkovskiy,9.0,9.0,9.0,9.0,36.0,0,3rd Place,3,News Anchor
22,4,Antonio Brown,Sharna Burgess,9.0,8.0,9.0,9.0,35.0,0,Eliminated Week 9,5,Athlete
22,4,Wanya Morris,Lindsay Arnold,8.0,9.0,9.0,9.0,35.0,0,Eliminated Week 9,4,Singer/Rapper
22,4,Nyle DiMarco,Peta Murgatroyd,8.0,8.0,9.0,9.0,34.0,0,1st Place,1,Model
22,4,Kim Fields,Sasha Farber,8.0,8.0,8.0,8.0,32.0,0,Eliminated Week 7,8,Actor/Actress
22,4,Von Miller,Witney Carson,8.0,8.0,8.0,8.0,32.0,0,Eliminated Week 7,7,Athlete
22,4,Marla Maples,Tony Dovolani,7.0,7.0,7.0,7.0,28.0,1,Eliminated Week 4,10,TV Personality
22,4,Jodie Sweetin,Keo Motsepe,7.0,6.0,7.0,7.0,27.0,0,Eliminated Week 8,6,Actor/Actress
22,4,Doug Flutie,Karina Smirnoff,6.0,6.0,6.0,6.0,24.0,0,Eliminated Week 6,9,Athlete
22,5,Nyle DiMarco,Peta Murgatroyd,9.0,10.0,9.0,9.0,37.0,0,1st Place,1,Model
22,5,Jodie Sweetin,Keo Motsepe,9.0,8.0,9.0,9.0,35.0,0,Eliminated Week 8,6,Actor/Actress
22,5,Ginger Zee,Valentin Chmerkovskiy,8.0,8.0,8.0,8.0,32.0,0,3rd Place,3,News Anchor
22,5,Paige VanZant,Mark Ballas,8.0,8.0,7.0,8.0,31.0,0,2nd Place,2,Athlete
22,5,Wanya Morris,Lindsay Arnold,8.0,7.0,7.0,8.0,30.0,0,Eliminated Week 9,4,Singer/Rapper
22,5,Von Miller,Witney Carson,8.0,7.0,7.0,7.0,29.0,0,Eliminated Week 7,7,Athlete
22,5,Kim Fields,Sasha Farber,8.0,6.0,6.0,8.0,28.0,0,Eliminated Week 7,8,Actor/Actress
22,5,Doug Flutie,Karina Smirnoff,7.0,7.0,7.0,7.0,28.0,0,Eliminated Week 6,9,Athlete
22,5,Antonio Brown,Sharna Burgess,7.0,6.0,6.0,7.0,26.0,0,Eliminated Week 9,5,Athlete
22,6,Wanya Morris,Lindsay Arnold,10.0,9.0,10.0,,29.0,0,Eliminated Week 9,4,Singer/Rapper
22,6,Paige VanZant,Mark Ballas,9.0,10.0,9.0,,28.0,0,2nd Place,2,Athlete
22,6,Antonio Brown,Sharna Burgess,9.0,9.0,9.0,,27.0,0,Eliminated Week 9,5,Athlete
22,6,Jodie Sweetin,Keo Motsepe,9.0,8.0,8.0,,25.0,0,Eliminated Week 8,6,Actor/Actress
22,6,Nyle DiMarco,Peta Murgatroyd,8.0,8.0,9.0,,25.0,0,1st Place,1,Model
22,6,Kim Fields,Sasha Farber,8.0,8.0,8.0,,24.0,0,Eliminated Week 7,8,Actor/Actress
22,6,Von Miller,Witney Carson,8.0,8.0,8.0,,24.0,0,Eliminated Week 7,7,Athlete
22,6,Ginger Zee,Valentin Chmerkovskiy,8.0,8.0,8.0,,24.0,0,3rd Place,3,News Anchor
22,6,Doug Flutie,Karina Smirnoff,7.0,7.0,7.0,,21.0,1,Eliminated Week 6,9,Athlete
22,7,Nyle DiMarco,Peta Murgatroyd,9.5,9.0,9.5,,28.0,0,1st Place,1,Model
22,7,Paige VanZant,Mark Ballas,9.0,9.0,9.5,,27.5,0,2nd Place,2,Athlete
22,7,Ginger Zee,Valentin Chmerkovskiy,9.0,9.0,9.5,,27.5,0,3rd Place,3,News Anchor
22,7,Wanya Morris,Lindsay Arnold,9.0,9.0,9.5,,27.5,0,Eliminated Week 9,4,Singer/Rapper
22,7,Kim Fields,Sasha Farber,8.5,8.5,9.0,,26.0,1,Eliminated Week 7,8,Actor/Actress
22,7,Von Miller,Witney Carson,8.5,8.5,9.0,,26.0,1,Eliminated Week 7,7,Athlete
22,7,Antonio Brown,Sharna Burgess,8.5,8.5,9.0,,26.0,0,Eliminated Week 9,5,Athlete
22,7,Jodie Sweetin,Keo Motsepe,8.0,8.5,9.0,,25.5,0,Eliminated Week 8,6,Actor/Actress
22,8,Jodie Sweetin,Keo Motsepe,10.0,10.0,10.0,,30.0,1,Eliminated Week 8,6,Actor/Actress
22,8,Ginger Zee,Valentin Chmerkovskiy,10.0,10.0,10.0,,30.0,0,3rd Place,3,News Anchor
22,8,Nyle DiMarco,Peta Murgatroyd,10.0,9.0,10.0,,29.0,0,1st Place,1,Model
22,8,Paige VanZant,Mark Ballas,10.0,9.0,9.0,,28.0,0,2nd Place,2,Athlete
22,8,Antonio Brown,Sharna Burgess,9.0,9.0,9.0,,27.0,0,Eliminated Week 9,5,Athlete
22,8,Wanya Morris,Lindsay Arnold,8.0,8.0,9.0,,25.0,0,Eliminated Week 9,4,Singer/Rapper
22,9,Wanya Morris,Lindsay Arnold,10.0,10.0,10.0,,30.0,1,Eliminated Week 9,4,Singer/Rapper
22,9,Paige VanZant,Mark Ballas,10.0,9.5,10.0,,29.5,0,2nd Place,2,Athlete
22,9,Nyle DiMarco,Peta Murgatroyd,9.5,9.5,9.5,,28.5,0,1st Place,1,Model
22,9,Ginger Zee,Valentin Chmerkovskiy,9.0,9.5,9.5,,28.0,0,3rd Place,3,News Anchor
22,9,Antonio Brown,Sharna Burgess,9.0,9.0,9.5,,27.5,1,Eliminated Week 9,5,Athlete
22,10,Paige VanZant,Mark Ballas,10.0,9.6666,10.0,,29.666600000000003,0,2nd Place,2,Athlete
22,10,Nyle DiMarco,Peta Murgatroyd,9.6666,9.6666,9.6666,,28.9998,0,1st Place,1,Model
22,10,Ginger Zee,Valentin Chmerkovskiy,9.3333,9.6666,9.3333,,28.333199999999998,0,3rd Place,3,News Anchor
23,1,Laurie Hernandez,Valentin Chmerkovskiy,8.0,8.0,7.0,8.0,31.0,0,1st Place,1,Athlete
23,1,James Hinchcliffe,Sharna Burgess,8.0,8.0,7.0,8.0,31.0,0,2nd Place,2,Racing Driver
23,1,Marilu Henner,Derek Hough,7.0,7.0,6.0,7.0,27.0,0,Eliminated Week 9,6,Actor/Actress
23,1,Jana Kramer,Gleb Savchenko,7.0,6.0,6.0,8.0,27.0,0,Eliminated Week 11,4,Singer/Rapper
23,1,Calvin Johnson Jr.,Lindsay Arnold,7.0,6.0,6.0,7.0,26.0,0,3rd Place,3,Athlete
23,1,Babyface,Allison Holker,7.0,6.0,6.0,7.0,26.0,0,Eliminated Week 4,11,Singer/Rapper
23,1,Vanilla Ice,Witney Carson,7.0,5.0,6.0,7.0,25.0,0,Eliminated Week 4,10,Singer/Rapper
23,1,Terra Jole,Sasha Farber,7.0,6.0,6.0,6.0,25.0,0,Eliminated Week 10,5,TV Personality
23,1,Ryan Lochte,Cheryl Burke,6.0,6.0,6.0,6.0,24.0,0,Eliminated Week 8,7,Athlete
23,1,Amber Rose,Maksim Chmerkoskiy,6.0,6.0,6.0,6.0,24.0,0,Eliminated Week 6,9,Model
23,1,Jake T. Austin,Jenna Johnson,5.0,6.0,5.0,6.0,22.0,0,Eliminated Week 2,13,Actor/Actress
23,1,Maureen McCormick,Artem Chigvintsev,6.0,5.0,5.0,6.0,22.0,0,Eliminated Week 7,8,Actor/Actress
23,1,Rick Perry,Emma Slater,5.0,5.0,5.0,5.0,20.0,0,Eliminated Week 3,12,Politician
23,2,Laurie Hernandez,Valentin Chmerkovskiy,8.0,8.0,8.0,8.0,32.0,0,1st Place,1,Athlete
23,2,Terra Jole,Sasha Farber,8.0,7.0,8.0,8.0,31.0,0,Eliminated Week 10,5,TV Personality
23,2,Babyface,Allison Holker,8.0,7.0,7.0,8.0,30.0,0,Eliminated Week 4,11,Singer/Rapper
23,2,James Hinchcliffe,Sharna Burgess,7.0,7.0,7.0,8.0,29.0,0,2nd Place,2,Racing Driver
23,2,Jana Kramer,Gleb Savchenko,7.0,8.0,7.0,7.0,29.0,0,Eliminated Week 11,4,Singer/Rapper
23,2,Calvin Johnson Jr.,Lindsay Arnold,7.0,7.0,7.0,7.0,28.0,0,3rd Place,3,Athlete
23,2,Marilu Henner,Derek Hough,7.0,6.0,7.0,7.0,27.0,0,Eliminated Week 9,6,Actor/Actress
23,2,Maureen McCormick,Artem Chigvintsev,7.0,6.0,6.0,7.0,26.0,0,Eliminated Week 7,8,Actor/Actress
23,2,Vanilla Ice,Witney Carson,6.0,7.0,6.0,7.0,26.0,0,Eliminated Week 4,10,Singer/Rapper
23,2,Jake T. Austin,Jenna Johnson,6.0,6.0,6.0,6.0,24.0,1,Eliminated Week 2,13,Actor/Actress
23,2,Ryan Lochte,Cheryl Burke,6.0,6.0,6.0,6.0,24.0,0,Eliminated Week 8,7,Athlete
23,2,Amber Rose,Maksim Chmerkoskiy,6.0,6.0,6.0,6.0,24.0,0,Eliminated Week 6,9,Model
23,2,Rick Perry,Emma Slater,6.0,5.0,6.0,5.0,22.0,0,Eliminated Week 3,12,Politician
23,3,Calvin Johnson Jr.,Lindsay Arnold,8.0,8.0,8.0,8.0,32.0,0,3rd Place,3,Athlete
23,3,Laurie Hernandez,Valentin Chmerkovskiy,7.0,8.0,8.0,8.0,31.0,0,1st Place,1,Athlete
23,3,Terra Jole,Sasha Farber,8.0,7.0,8.0,7.0,30.0,0,Eliminated Week 10,5,TV Personality
23,3,James Hinchcliffe,Sharna Burgess,7.0,7.0,8.0,7.0,29.0,0,2nd Place,2,Racing Driver
23,3,Maureen McCormick,Artem Chigvintsev,7.0,7.0,7.0,7.0,28.0,0,Eliminated Week 7,8,Actor/Actress
23,3,Marilu Henner,Derek Hough,7.0,7.0,7.0,7.0,28.0,0,Eliminated Week 9,6,Actor/Actress
23,3,Jana Kramer,Gleb Savchenko,6.0,7.0,6.0,7.0,26.0,0,Eliminated Week 11,4,Singer/Rapper
23,3,Ryan Lochte,Cheryl Burke,6.0,7.0,6.0,6.0,25.0,0,Eliminated Week 8,7,Athlete
23,3,Amber Rose,Maksim Chmerkoskiy,7.0,6.0,6.0,6.0,25.0,0,Eliminated Week 6,9,Model
23,3,Babyface,Allison Holker,7.0,6.0,6.0,6.0,25.0,0,Eliminated Week 4,11,Singer/Rapper
